Author Handle,ID,Age,Like Count,Fetched On,Action,Text
1rugerrudy,Ckq48neOaAW,76w,0,"""2024-05-15 18:59:18""",Post,⚠️YEAH ITS UPP MY SECOND MIXTAPE OUT ON ALL PLATFORMS #TGBG 🩸🩸 THE GOOD BAD GUY #OUTNOW ITS A BREIF SUMMARY OF HOW IM LIVING & HOW IM COMING 💯 14 TRACKS 🔥🔥🔥 TOLD YALL I HAD YALL LETS GOOOO RUN THEM STREAMS UP 💯S/O TO @damelebrane FA THE COVER ART 🖼️ AND EVERYONE ELSE WHO HELP AND WAS PART OF THIS PROJECT 💪🏾 @applemusic @spotify @youtube @iheartradio @tidal #LLMYBLEEDAZ #LLMUGOTTI #FREEPOPEEZY #FREEKJ #FREEYOSHI #FREEMADJAY
itsridoybd,Ckq48neOaAW-comment-1,57w,0,"""2024-05-15 18:59:18""",comment,Bro kindly check your DM request please 🙏🙏🙏🙏🙏🙏🙏 there I have sent you an important message
powertecv,Ckq48neOaAW-comment-2,68w,0,"""2024-05-15 18:59:18""",comment,Please check your inbox
bdsowrov,Ckq48neOaAW-comment-3,69w,0,"""2024-05-15 18:59:18""",comment,Check your dm 🔥🔥
blueefacejunky,Ckq48neOaAW-comment-4,69w,0,"""2024-05-15 18:59:18""",comment,Put it on audiomack too
nancy_hn_0100,Ckq48neOaAW-comment-5,69w,0,"""2024-05-15 18:59:18""",comment,Promote it on @Thebillboards_records
btd.daedae4x,Ckq48neOaAW-comment-6,70w,0,"""2024-05-15 18:59:18""",comment,🩸
batonrouge.king.kingj,Ckq48neOaAW-comment-7,71w,0,"""2024-05-15 18:59:18""",comment,😈❤️‍🔥👿
canada.world_,Ckq48neOaAW-comment-8,72w,0,"""2024-05-15 18:59:18""",comment,Promote it on @warner_records
meek.df,Ckq48neOaAW-comment-9,73w,0,"""2024-05-15 18:59:18""",comment,That big hard homie 💪💪🔥
daesoma_,Ckq48neOaAW-comment-10,75w,0,"""2024-05-15 18:59:18""",comment,🔥
slymfukit,Ckq48neOaAW-comment-11,75w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥
_om_ji_rolan_,Ckq48neOaAW-comment-12,76w,0,"""2024-05-15 18:59:18""",comment,Dm us❤️ @thebillboardsrecords
official_ladoo4,Ckq48neOaAW-comment-13,76w,0,"""2024-05-15 18:59:18""",comment,DM US🎶 @THEBILLBOARDSRECORDS 1.1m
anju_kp20,Ckq48neOaAW-comment-14,76w,0,"""2024-05-15 18:59:18""",comment,Dm us❤️ @thebillboardsrecords
phatte400,Ckq48neOaAW-comment-15,76w,0,"""2024-05-15 18:59:18""",comment,🤟🏾🩸
akumicobain_promotion,Ckq48neOaAW-comment-16,76w,0,"""2024-05-15 18:59:18""",comment,Hii check my inbox 😍 😍 😍 🔥 🔥
lilbandz5900,Ckq48neOaAW-comment-17,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥🔥💯
homixde_b,Ckq48neOaAW-comment-18,76w,0,"""2024-05-15 18:59:18""",comment,🩸
jayveezy15,Ckq48neOaAW-comment-19,76w,0,"""2024-05-15 18:59:18""",comment,🩸
thatsstu1700,Ckq48neOaAW-comment-20,76w,0,"""2024-05-15 18:59:18""",comment,🔥💯
resemulaa,Ckq48neOaAW-comment-21,76w,0,"""2024-05-15 18:59:18""",comment,🩸🩸
_bigdell._,Ckq48neOaAW-comment-22,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
directedby5ive,Ckq48neOaAW-comment-23,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
paperroutep,Ckq48neOaAW-comment-24,76w,0,"""2024-05-15 18:59:18""",comment,Free yoyo
lul_curt4x,Ckq48neOaAW-comment-25,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
jatdabat,Ckq48neOaAW-comment-26,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
dareal_tflame_117,Ckq48neOaAW-comment-27,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥🔥 @rr.4evableeding
5whotheyhate__,Ckq48neOaAW-comment-28,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
topboykeis__,Ckq48neOaAW-comment-29,76w,0,"""2024-05-15 18:59:18""",comment,free yoyo
jxmarri,Ckq48neOaAW-comment-30,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
lil_skimp,Ckq48neOaAW-comment-31,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥 whole tape on go you ain’t spare nun of dem beats 🅱️🩸
iiontalkk_,Ckq48neOaAW-comment-32,76w,0,"""2024-05-15 18:59:18""",comment,Double RR the Best rapper dats stamped🩸❗️
stn_liljay,Ckq48neOaAW-comment-33,76w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥❤️‍🔥
sherwood.dooda8,Ckq48neOaAW-comment-34,76w,0,"""2024-05-15 18:59:18""",comment,🔥
k.iddo_,Ckq48neOaAW-comment-35,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥there go RR.
harleyken_,Ckq48neOaAW-comment-36,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
4gs.dae,Ckq48neOaAW-comment-37,76w,0,"""2024-05-15 18:59:18""",comment,🫶🏾🩸
mg7reaper3x_,Ckq48neOaAW-comment-38,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
babyyshvn,Ckq48neOaAW-comment-39,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
rts.younginn,Ckq48neOaAW-comment-40,76w,0,"""2024-05-15 18:59:18""",comment,tmu !
sherwoodmarty,Ckq48neOaAW-comment-41,76w,1,"""2024-05-15 18:59:18""",comment,❤️‍🔥🩸
glokks.7,Ckq48neOaAW-comment-42,76w,0,"""2024-05-15 18:59:18""",comment,🔥
upt_jaylup,Ckq48neOaAW-comment-43,76w,0,"""2024-05-15 18:59:18""",comment,🔥Free lit yoshi🦍
bangemkizzle,Ckq48neOaAW-comment-44,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
lilbandz5900,Ckq48neOaAW-comment-45,76w,0,"""2024-05-15 18:59:18""",comment,rR❤️
givemtheworkz_,Ckq48neOaAW-comment-46,76w,0,"""2024-05-15 18:59:18""",comment,✊🏾🔥
lynndumbshit,Ckq48neOaAW-comment-47,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
bla8cc,Ckq48neOaAW-comment-48,76w,0,"""2024-05-15 18:59:18""",comment,🧟‍♂️🧟‍♂️🧟‍♂️
jbshotzz,Ckq48neOaAW-comment-49,76w,0,"""2024-05-15 18:59:18""",comment,🔥
bximnick,Ckq48neOaAW-comment-50,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
daaziaaa_,Ckq48neOaAW-comment-51,76w,0,"""2024-05-15 18:59:18""",comment,❤️❤️❤️🔥
doo3xs,Ckq48neOaAW-comment-52,76w,0,"""2024-05-15 18:59:18""",comment,🤧🔥
4madejay_,Ckq48neOaAW-comment-53,76w,0,"""2024-05-15 18:59:18""",comment,Shitted on em🔥🩸
zioncityyounginn,Ckq48neOaAW-comment-54,76w,0,"""2024-05-15 18:59:18""",comment,🔥
stmteezy_,Ckq48neOaAW-comment-55,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥
tayysmilez,Ckq48neOaAW-comment-56,76w,0,"""2024-05-15 18:59:18""",comment,It’s on Apple Music?
kingjroc_,Ckq48neOaAW-comment-57,76w,0,"""2024-05-15 18:59:18""",comment,💎❤️‍🔥
teflon.meezy,Ckq48neOaAW-comment-58,76w,0,"""2024-05-15 18:59:18""",comment,🔥
3streets_dreco,Ckq48neOaAW-comment-59,76w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥
k.sheire,Ckq48neOaAW-comment-60,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
sayywalt._,Ckq48neOaAW-comment-61,76w,0,"""2024-05-15 18:59:18""",comment,been waiting on dis one🧡
tcblivin3,Ckq48neOaAW-comment-62,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
gtfdree,Ckq48neOaAW-comment-63,76w,0,"""2024-05-15 18:59:18""",comment,Luv yo grind blood 🖤
meezybleeda,Ckq48neOaAW-comment-64,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥💯🎋
_lldunna_5l,Ckq48neOaAW-comment-65,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
lbok__,Ckq48neOaAW-comment-66,76w,0,"""2024-05-15 18:59:18""",comment,🔥
60facedyapatna,Ckq48neOaAW-comment-67,76w,0,"""2024-05-15 18:59:18""",comment,Ohh yea🔥🔥
ma.riahhh__,Ckq48neOaAW-comment-68,76w,0,"""2024-05-15 18:59:18""",comment,🧡🧡
cantducknoswitch,Ckq48neOaAW-comment-69,76w,0,"""2024-05-15 18:59:18""",comment,❤️🔥
doadjm_,Ckq48neOaAW-comment-70,76w,0,"""2024-05-15 18:59:18""",comment,🔥
asiaagjolie,Ckq48neOaAW-comment-71,76w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥
pesofrmda0ak,Ckq48neOaAW-comment-72,76w,0,"""2024-05-15 18:59:18""",comment,🤧
ka_hitta,Ckq48neOaAW-comment-73,76w,0,"""2024-05-15 18:59:18""",comment,🩸💯
1514bee,Ckq48neOaAW-comment-74,76w,0,"""2024-05-15 18:59:18""",comment,🩸☝️
truebleed3,Ckq48neOaAW-comment-75,76w,0,"""2024-05-15 18:59:18""",comment,Snapped bad 🩸👌🏾
trenchlivinnnjay_,Ckq48neOaAW-comment-76,76w,0,"""2024-05-15 18:59:18""",comment,❤️🔥
mg7reaper3x_,Ckq48neOaAW-comment-77,76w,0,"""2024-05-15 18:59:18""",comment,🩸💯
oaktownyoungin._,Ckq48neOaAW-comment-78,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥😈
myrah.savageee,Ckq48neOaAW-comment-79,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
61scarfofrn,Ckq48neOaAW-comment-80,76w,0,"""2024-05-15 18:59:18""",comment,i like yo status you SHITTED 🌟🧟‍♂️
007phatt,Ckq48neOaAW-comment-81,76w,0,"""2024-05-15 18:59:18""",comment,🩸💜
stackzzup_,Ckq48neOaAW-comment-82,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
sayycherrish_,Ckq48neOaAW-comment-83,76w,0,"""2024-05-15 18:59:18""",comment,🔥💕
dereal.keke,Ckq48neOaAW-comment-84,76w,0,"""2024-05-15 18:59:18""",comment,❤️
54dableeda,Ckq48neOaAW-comment-85,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥
marcbihhh_,Ckq48neOaAW-comment-86,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥👏🏾
doublemdede,Ckq48neOaAW-comment-87,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
youh8tootiee,Ckq48neOaAW-comment-88,76w,0,"""2024-05-15 18:59:18""",comment,you lit like a candle onna cake🤣🔥
mudmoneyash4,Ckq48neOaAW-comment-89,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥
bxitskjj,Ckq48neOaAW-comment-90,76w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥
youh8tootiee,Ckq48neOaAW-comment-91,76w,1,"""2024-05-15 18:59:18""",comment,soooo proud of youu🫶🏽🫶🏽
hotboydue,Ckq48neOaAW-comment-92,76w,0,"""2024-05-15 18:59:18""",comment,👏🔥🔥
backendoshi,Ckq48neOaAW-comment-93,76w,0,"""2024-05-15 18:59:18""",comment,🔥
webthablock,Ckq48neOaAW-comment-94,76w,0,"""2024-05-15 18:59:18""",comment,I like yo status🔥
4700lucci,Ckq48neOaAW-comment-95,76w,1,"""2024-05-15 18:59:18""",comment,Ouuuuuuuuu 🔥
worldrapstar.tv,Ckq48neOaAW-comment-96,60w,0,"""2024-05-15 18:59:18""",comment,LET'S WORK CHECK YOUR DM 📩‼️
riyad_hossen39,Ckq48neOaAW-comment-97,69w,0,"""2024-05-15 18:59:18""",comment,Chcek Your inbox 🔥
lil_skimp,Ckq48neOaAW-comment-98,76w,0,"""2024-05-15 18:59:18""",comment,Literally all the 🅱️leedaz can rap like a mf 🔥🔥🔥 can’t wait to hear a song with Ruger Rudy x Coco x Yoshi x Fredo one day
bootkorleone,Ckq48neOaAW-comment-99,76w,0,"""2024-05-15 18:59:18""",comment,Now they feeling you bih 🔥🫀
1rugerrudy,CmF0sdKsbxs,71w,0,"""2024-05-15 18:59:18""",Post,Life Of A Bleeda 🩸 This Shit Get Evil 🧟‍♂️ #LLDee #LLCliff #LLMugotti #LLFreezo #LLTmeezy #FreePoPeezy #FreeLicemetery
dmrhidoyon,CmF0sdKsbxs-comment-1,70w,0,"""2024-05-15 18:59:18""",comment,Bro kindly check you inbox 🔥🔥🔥🔥🔥
btd.daedae4x,CmF0sdKsbxs-comment-2,70w,0,"""2024-05-15 18:59:18""",comment,🩸
cold_play043,CmF0sdKsbxs-comment-3,70w,0,"""2024-05-15 18:59:18""",comment,Dm us 🔥 @THEBILLBOARDSRECORDS
cold_play044,CmF0sdKsbxs-comment-4,70w,0,"""2024-05-15 18:59:18""",comment,Dm us 🔥 @THEBILLBOARDSRECORDS
bdsowrov,CmF0sdKsbxs-comment-5,70w,0,"""2024-05-15 18:59:18""",comment,Bro Kindly Check Your Inbox 💬💬🔥🔥
musicpromo02208,CmF0sdKsbxs-comment-6,71w,0,"""2024-05-15 18:59:18""",comment,DM US🎶 @THEBILLBOARDSRECORDS 1.1m
jaatmusic02,CmF0sdKsbxs-comment-7,71w,0,"""2024-05-15 18:59:18""",comment,Dm us 🔥 @THEBILLBOARDSRECORDS
jaatmusic02,CmF0sdKsbxs-comment-8,71w,0,"""2024-05-15 18:59:18""",comment,Dm us 🔥 @THEBILLBOARDSRECORDS
sunil_beniwal.5911,CmF0sdKsbxs-comment-9,71w,0,"""2024-05-15 18:59:18""",comment,Dm us 🔥 @THEBILLBOARDSRECORDS
raaz.__00017,CmF0sdKsbxs-comment-10,71w,0,"""2024-05-15 18:59:18""",comment,DM ON 🎙️ @thebillboardsrecords
she.heavyy,CmF0sdKsbxs-comment-11,71w,0,"""2024-05-15 18:59:18""",comment,RR❤️‍🔥‼️
campbellholmes81,CmF0sdKsbxs-comment-12,71w,0,"""2024-05-15 18:59:18""",comment,Y'all minus well turn blood
asif.k211,CmF0sdKsbxs-comment-13,71w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
__dabiggestttt,CmF0sdKsbxs-comment-14,71w,0,"""2024-05-15 18:59:18""",comment,🧡🩸
asiaagjolie,CmF0sdKsbxs-comment-15,71w,0,"""2024-05-15 18:59:18""",comment,Bro🫶🏼
mudmoneyash4,CmF0sdKsbxs-comment-16,71w,0,"""2024-05-15 18:59:18""",comment,My bro 🀄️🩸
maine.kreature,CmF0sdKsbxs-comment-17,71w,0,"""2024-05-15 18:59:18""",comment,❤️
mgequion_,CmF0sdKsbxs-comment-18,71w,0,"""2024-05-15 18:59:18""",comment,Double R🩸
blockbaby.54,CmF0sdKsbxs-comment-19,71w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥🤘🏾
318._dee1,CmF0sdKsbxs-comment-20,71w,0,"""2024-05-15 18:59:18""",comment,"#stillfrontlinewihdet4inch🔋❤️
DoubleRR"
iam.reedy,CmF0sdKsbxs-comment-21,71w,1,"""2024-05-15 18:59:18""",comment,❤️‍🔥
lilbandz5900,CmF0sdKsbxs-comment-22,71w,0,"""2024-05-15 18:59:18""",comment,❤️❤️
_mj3x_,CmF0sdKsbxs-comment-23,71w,0,"""2024-05-15 18:59:18""",comment,🧡
liahhh.rawww,CmF0sdKsbxs-comment-24,71w,0,"""2024-05-15 18:59:18""",comment,🩸🖤
61scarfofrn,CmF0sdKsbxs-comment-25,71w,0,"""2024-05-15 18:59:18""",comment,🧟‍♂️🧟‍♂️🩸
slowdownmotion7,CmF0sdKsbxs-comment-26,71w,1,"""2024-05-15 18:59:18""",comment,🅱️
k5frmdatoak._,CmF0sdKsbxs-comment-27,71w,0,"""2024-05-15 18:59:18""",comment,LOAB 🔥
chubb5x,CmF0sdKsbxs-comment-28,71w,1,"""2024-05-15 18:59:18""",comment,Cuz🩸
iambabyygee,CmF0sdKsbxs-comment-29,71w,1,"""2024-05-15 18:59:18""",comment,🩸🀄️🫡
54dableedaa,CmF0sdKsbxs-comment-30,71w,2,"""2024-05-15 18:59:18""",comment,🩸💯
yall.luv.jla,CmF0sdKsbxs-comment-31,71w,0,"""2024-05-15 18:59:18""",comment,❤️❤️
1514bee,CmF0sdKsbxs-comment-32,71w,1,"""2024-05-15 18:59:18""",comment,❤️
tmh32shots,CmF0sdKsbxs-comment-33,71w,1,"""2024-05-15 18:59:18""",comment,💜🅱️
braxton4x_,CmF0sdKsbxs-comment-34,71w,0,"""2024-05-15 18:59:18""",comment,🔥
h00dbrat.shayy,CmF0sdKsbxs-comment-35,71w,0,"""2024-05-15 18:59:18""",comment,❤️
innerthoughtz555,CmF0sdKsbxs-comment-36,71w,0,"""2024-05-15 18:59:18""",comment,Double RR
kyhradanielle,CmF0sdKsbxs-comment-37,71w,1,"""2024-05-15 18:59:18""",comment,heart🫶🏽❤️
dior.vontaee_,CmF0sdKsbxs-comment-38,71w,0,"""2024-05-15 18:59:18""",comment,BIG STEPPA 🦍🦍🦍🦍
meezybleeda,CmF0sdKsbxs-comment-39,71w,7,"""2024-05-15 18:59:18""",comment,Mybleeda bt we leave sh*t on 🧟‍♂️ mode
only1wop23,CmF0sdKsbxs-comment-40,71w,1,"""2024-05-15 18:59:18""",comment,Tuh u deflee givin da hat up na
ibleed3,CmF0sdKsbxs-comment-41,71w,1,"""2024-05-15 18:59:18""",comment,❤️‍🔥
d.doodiee_,CmF0sdKsbxs-comment-42,71w,0,"""2024-05-15 18:59:18""",comment,Double R 💓💓
myahjuscbfw,CmF0sdKsbxs-comment-43,71w,0,"""2024-05-15 18:59:18""",comment,RR😍😍🩸
sayycherrish_,CmF0sdKsbxs-comment-44,71w,1,"""2024-05-15 18:59:18""",comment,mudbrudda🔥
kenoutdatbird,CmF0sdKsbxs-comment-45,71w,0,"""2024-05-15 18:59:18""",comment,🫶🏾🦅👶🏾🩸
doo3xs,CmF0sdKsbxs-comment-46,71w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥🩸
meezy223,CmF0sdKsbxs-comment-47,71w,0,"""2024-05-15 18:59:18""",comment,❤️
sp33dy_montana,CmF0sdKsbxs-comment-48,71w,1,"""2024-05-15 18:59:18""",comment,❤️
_.pytmyri,CmF0sdKsbxs-comment-49,71w,2,"""2024-05-15 18:59:18""",comment,my bro
_deshaeeeee,CmF0sdKsbxs-comment-50,71w,0,"""2024-05-15 18:59:18""",comment,😍❤️
dialaaajalaeee._,CmF0sdKsbxs-comment-51,71w,0,"""2024-05-15 18:59:18""",comment,❤️
bbyblow4l,CmF0sdKsbxs-comment-52,71w,0,"""2024-05-15 18:59:18""",comment,🩸
1rugerrudy,CmpYgCCJN0S,69w,0,"""2024-05-15 18:59:18""",Post,I Be High as the expectations😶‍🌫️🥀
only_promotion_model,CmpYgCCJN0S-comment-1,65w,0,"""2024-05-15 18:59:18""",comment,can i recommend you about you're Instagram
mdrowshona24,CmpYgCCJN0S-comment-2,67w,0,"""2024-05-15 18:59:18""",comment,ℂ𝕙𝕖𝕔𝕜 𝕪𝕠𝕦𝕣 𝕚𝕟𝕓𝕠𝕩 𝕓𝕣𝕠🔥🔥🙏🙏
mdrowshona24,CmpYgCCJN0S-comment-3,67w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥🔥
leeky4xx,CmpYgCCJN0S-comment-4,67w,0,"""2024-05-15 18:59:18""",comment,💯
batonrouge.king.kingj,CmpYgCCJN0S-comment-5,67w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥🐲❤️‍🔥🐉❤️‍🔥
shitzent,CmpYgCCJN0S-comment-6,67w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
shitzent,CmpYgCCJN0S-comment-7,67w,0,"""2024-05-15 18:59:18""",comment,Check your DM🔥🔥
nathanel_fx,CmpYgCCJN0S-comment-8,67w,0,"""2024-05-15 18:59:18""",comment,"Wassup, love your timeline Ik this may random but we've launched a massive project which we'll like you to be a part of drop a message let's talk if not stay shinning regardless ❤️✌🏾️💪🏾....."
emanuelcoates3,CmpYgCCJN0S-comment-9,68w,0,"""2024-05-15 18:59:18""",comment,🔥
thenealboy,CmpYgCCJN0S-comment-10,69w,0,"""2024-05-15 18:59:18""",comment,✅💪🏾💯
bdsowrov,CmpYgCCJN0S-comment-11,69w,0,"""2024-05-15 18:59:18""",comment,Check dms🔥🔥
md_rowshonali,CmpYgCCJN0S-comment-12,69w,0,"""2024-05-15 18:59:18""",comment,ℂ𝕙𝕖𝕔𝕜 𝕪𝕠𝕦𝕣 𝕚𝕟𝕓𝕠𝕩 𝕓𝕣𝕠🔥🔥🙏🙏
md_rowshonali,CmpYgCCJN0S-comment-13,69w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥
mohammad.efun,CmpYgCCJN0S-comment-14,69w,0,"""2024-05-15 18:59:18""",comment,Check inbox ✅☑️
mohammad.efun,CmpYgCCJN0S-comment-15,69w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
jowelekhan016,CmpYgCCJN0S-comment-16,69w,0,"""2024-05-15 18:59:18""",comment,Please check ur message request 🔥🔥🔥🔥🔥🔥💯💯💯💯🙏🙏
tenluciano,CmpYgCCJN0S-comment-17,69w,0,"""2024-05-15 18:59:18""",comment,🩸
ycn_stunna,CmpYgCCJN0S-comment-18,69w,0,"""2024-05-15 18:59:18""",comment,🩸🤞🏽
quebadazz,CmpYgCCJN0S-comment-19,69w,0,"""2024-05-15 18:59:18""",comment,❤️🏀
b.deshaiii,CmpYgCCJN0S-comment-20,69w,0,"""2024-05-15 18:59:18""",comment,Bro❤️
dior.vontaee_,CmpYgCCJN0S-comment-21,69w,0,"""2024-05-15 18:59:18""",comment,mob 🦍
444.quannn,CmpYgCCJN0S-comment-22,69w,0,"""2024-05-15 18:59:18""",comment,Blrrd
ggeaux.ty,CmpYgCCJN0S-comment-23,69w,0,"""2024-05-15 18:59:18""",comment,❤️🖤
babyyshvn,CmpYgCCJN0S-comment-24,69w,0,"""2024-05-15 18:59:18""",comment,🔥🔥
1hotboydue_backup,CmpYgCCJN0S-comment-25,69w,1,"""2024-05-15 18:59:18""",comment,🩸🦍
bximdada,CmpYgCCJN0S-comment-26,69w,0,"""2024-05-15 18:59:18""",comment,😍
bximdada,CmpYgCCJN0S-comment-27,69w,0,"""2024-05-15 18:59:18""",comment,oh yea
asif.k211,CmpYgCCJN0S-comment-28,69w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥🔥
yungndree,CmpYgCCJN0S-comment-29,69w,0,"""2024-05-15 18:59:18""",comment,🩸
pesofrmda0ak,CmpYgCCJN0S-comment-30,69w,0,"""2024-05-15 18:59:18""",comment,🅱️
camchords,CmpYgCCJN0S-comment-31,69w,0,"""2024-05-15 18:59:18""",comment,🔥💡🤧
osama_wyd,CmpYgCCJN0S-comment-32,69w,0,"""2024-05-15 18:59:18""",comment,🧡🧡
nl.tr3,CmpYgCCJN0S-comment-33,69w,0,"""2024-05-15 18:59:18""",comment,🖤💪🏽
sherwoodmarty,CmpYgCCJN0S-comment-34,69w,2,"""2024-05-15 18:59:18""",comment,🫶🏽🩸
dnic5400,CmpYgCCJN0S-comment-35,69w,0,"""2024-05-15 18:59:18""",comment,🔥🩸
61scarfofrn,CmpYgCCJN0S-comment-36,69w,0,"""2024-05-15 18:59:18""",comment,🧟‍♂️🧟‍♂️🧟‍♂️
3streets_dreco,CmpYgCCJN0S-comment-37,69w,0,"""2024-05-15 18:59:18""",comment,❤️‍🔥
liahhh.rawww,CmpYgCCJN0S-comment-38,69w,0,"""2024-05-15 18:59:18""",comment,Cuz❤️
anju_kp3,CmpYgCCJN0S-comment-39,69w,0,"""2024-05-15 18:59:18""",comment,Dm on ❤️ @Thebillboardsrecords
anju_kp3,CmpYgCCJN0S-comment-40,69w,0,"""2024-05-15 18:59:18""",comment,Ty
srt4bg.k6,CmpYgCCJN0S-comment-41,69w,0,"""2024-05-15 18:59:18""",comment,ButtonBoys🩸🩸🤞🏾
only1wop23,CmpYgCCJN0S-comment-42,69w,0,"""2024-05-15 18:59:18""",comment,member🔥
ka_hitta,CmpYgCCJN0S-comment-43,69w,0,"""2024-05-15 18:59:18""",comment,Double R🩸❤️
webthablock,CmpYgCCJN0S-comment-44,69w,0,"""2024-05-15 18:59:18""",comment,❤️🩸
_.pytmyri,CmpYgCCJN0S-comment-45,69w,1,"""2024-05-15 18:59:18""",comment,❤️❤️
p.swankk,CmpYgCCJN0S-comment-46,69w,0,"""2024-05-15 18:59:18""",comment,Double R
pbz.tay2x,CmpYgCCJN0S-comment-47,69w,0,"""2024-05-15 18:59:18""",comment,DoubleRR🦈🩸
mudmoneyash4,CmpYgCCJN0S-comment-48,69w,0,"""2024-05-15 18:59:18""",comment,🖤
nflglizzy100k,CmpYgCCJN0S-comment-49,69w,0,"""2024-05-15 18:59:18""",comment,Double R🩸🖤
blockbaby.54,CmpYgCCJN0S-comment-50,69w,0,"""2024-05-15 18:59:18""",comment,🅱️❤️‍🔥
gtfdree,CmpYgCCJN0S-comment-51,69w,0,"""2024-05-15 18:59:18""",comment,🫶🏽🦖🩸
meezybleeda,CmpYgCCJN0S-comment-52,69w,1,"""2024-05-15 18:59:18""",comment,🩸♥️
ange_ambitieux,CmpYgCCJN0S-comment-53,69w,1,"""2024-05-15 18:59:18""",comment,🫶🏽
daaziaaa_,CmpYgCCJN0S-comment-54,69w,1,"""2024-05-15 18:59:18""",comment,❤️
youh8tootiee,CmpYgCCJN0S-comment-55,69w,1,"""2024-05-15 18:59:18""",comment,you sticky😮‍💨🔥
4pf_skylor,CmpYgCCJN0S-comment-56,69w,0,"""2024-05-15 18:59:18""",comment,😎🫱🏿‍🫲🏽
chosen1stunna,CmpYgCCJN0S-comment-57,69w,1,"""2024-05-15 18:59:18""",comment,❤️❤️❤️ my lit bleeda 📌🧯👺👹
prebating,CmpYgCCJN0S-comment-58,69w,0,"""2024-05-15 18:59:18""",comment,❤️❤️
sayycherrish_,CmpYgCCJN0S-comment-59,69w,1,"""2024-05-15 18:59:18""",comment,ondapics🔥💕🩸
chivas_rigal18,CmpYgCCJN0S-comment-60,57w,0,"""2024-05-15 18:59:18""",comment,Dm it on @vintage._records 9M
shayan._654,CmpYgCCJN0S-comment-61,67w,0,"""2024-05-15 18:59:18""",comment,"Plz check your inbox, let's talk about business 💯🔥💥"
1rugerrudy,CnagvexLK84,67w,0,"""2024-05-15 18:59:18""",Post,"Only the people who care about you
Can Hear you when you’re quite 🫶🏾"
mdrowshona24,CnagvexLK84-comment-1,58w,0,"""2024-05-15 18:59:18""",comment,ℂ𝕙𝕖𝕔𝕜 𝕪𝕠𝕦𝕣 𝕚𝕟𝕓𝕠𝕩 𝕓𝕣𝕠🔥🔥🙏🙏
viral_raptv,CnagvexLK84-comment-2,59w,0,"""2024-05-15 18:59:18""",comment,Check out my profile ✅
mdarmanbd25,CnagvexLK84-comment-3,66w,0,"""2024-05-15 18:59:18""",comment,Please check ur message request 🔥🔥🔥🔥🔥🔥🔥🔥💯💯💯💯💯💯💯💯🙏🙏🙏🙏🙏
it_tanbir_bd,CnagvexLK84-comment-4,66w,0,"""2024-05-15 18:59:18""",comment,🔥🔥🔥
it_tanbir_bd,CnagvexLK84-comment-5,66w,0,"""2024-05-15 18:59:18""",comment,Bro kindly check my message🔥
